budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
2300000,"Drama, Thriller",360339,en,2.71,"Gobsmack, H&H Creative Ventures, Ombra Films, Perlapartment Pictures",2015-10-22,0,97,Released,Survive at any cost.,Eden,5.6,19
0,"Horror, Thriller",13510,en,20.36,"Aramid Entertainment Fund, Rollercoaster Films",2008-09-12,3983997,91,Released,"A weekend by the lake, with views to die for.",Eden Lake,6.7,406
80000000,"Crime, Drama, Mystery, Thriller",12201,en,24.66,"BBC Films, GK Films, Icon Productions, Warner Bros.",2010-01-29,74901339,117,Released,Some secrets take us to the edge.,Edge of Darkness,6.2,487
178000000,"Action, Science Fiction",137113,en,79.46,"3 Arts Entertainment, Province of British Columbia Production Services Tax Credit, RatPac-Dune Entertainment, Village Roadshow Pictures, Viz Media, Warner Bros.",2014-05-27,370541256,113,Released,"Live, Die, Repeat",Edge of Tomorrow,7.6,4858
10000000,"Drama, Thriller",18191,en,2.8,First Independent Pictures,2005-08-31,0,82,Released,Every fear hides a wish.,Edmond,6.0,50
80000000,Comedy,11374,en,14.3,"Imagine Entertainment, Universal Pictures",1999-03-26,0,122,Released,Fame. Be careful. It's out there.,Edtv,5.7,166
20000000,"Drama, Fantasy, Romance",162,en,47.51,Twentieth Century Fox Film Corporation,1990-12-05,53000000,105,Released,His scars run deep.,Edward Scissorhands,7.5,3601
40000000,"Adventure, Drama, Family",9036,en,24.29,"Kennedy/Marshall Company, The, Mandeville Films, Spyglass Entertainment, Vertigo Entertainment, Walt Disney Pictures, Winking Productions",2006-02-17,120455994,120,Released,"The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told.",Eight Below,6.7,542
0,"Action, Comedy, Horror, Thriller",8869,en,17.83,"Centropolis Entertainment, Electric Entertainment, NPV Entertainment, Village Roadshow Pictures, Warner Bros.",2002-07-17,0,99,Released,Do you hate spiders? Do you really hate spiders? Well they don't like you either.,Eight Legged Freaks,5.4,295
220000,"Action, Crime, Thriller",9367,es,14.27,Columbia Pictures,1992-09-04,2040920,81,Released,"He didn't come looking for trouble, but trouble came looking for him.",El Mariachi,6.6,238
500,"Crime, Drama",119657,en,0.08,Unknown,2012-03-01,0,101,Released,,El Rey de Najayo,0.0,0
0,Comedy,9451,en,13.48,"Bona Fide Productions, MTV Films, Paramount Pictures",1999-04-23,0,99,Released,Reading. Writing. Revenge.,Election,6.7,270
43000000,"Action, Fantasy",9947,en,28.61,"Elektra Productions, Epsilon Motion Pictures, Horseshoe Bay Productions, Marvel Enterprises, New Regency Pictures, Regency Enterprises, SAI Productions, Twentieth Century Fox Film Corporation",2005-01-13,56681566,97,Released,Looks can kill,Elektra,4.8,575
32000000,"Comedy, Family, Fantasy",10719,en,16.9,"Gold/Miller Productions, Guy Walks into a Bar Productions, New Line Cinema",2003-10-09,173398518,97,Released,"This holiday, discover your inner elf.",Elf,6.4,987
4000000,"Action, Crime, Drama",7347,pt,23.6,"Costa Films, Estúdios Mega, Feijão Filmes, Posto 9, Quanta Centro de Produções Cinematográficas, The Weinstein Company, Universal Pictures do Brasil, Zazen Produções",2007-10-12,0,115,Released,On the streets of Rio only the elite survive,Elite Squad,7.8,504
30000000,"Drama, History",4518,en,14.18,"Channel Four Films, PolyGram Filmed Entertainment, Working Title Films",1998-09-13,82150642,124,Released,Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,Elizabeth,7.1,334
55000000,"Drama, History, Romance",4517,en,15.27,"StudioCanal, Universal Pictures, Working Title Films",2007-09-09,74237563,114,Released,Woman. Warrior. Queen.,Elizabeth: The Golden Age,6.6,303
57000000,"Comedy, Drama, Romance",9621,en,22.89,"Cruise/Wagner Productions, KMP Film Invest, Paramount Pictures, Vinyl Films",2005-10-06,52034889,123,Released,It's a heck of a place to find yourself,Elizabethtown,6.1,327
31000000,"Comedy, Family, Fantasy",14442,en,22.72,"Enchanted Productions, World 2000 Entertainment",2004-04-09,27388767,96,Released,Get enchanted,Ella Enchanted,5.9,437
0,"Comedy, Drama",6007,en,2.53,Maipo Film- og TV Produksjon,2001-03-16,0,89,Released,,Elling,7.0,51
3000000,Drama,22013,en,6.73,United Artists,1960-06-19,10400000,146,Released,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,Elmer Gantry,7.3,41
10000000,"Comedy, Family, Romance",268171,en,2.85,"Creative Andina, Cuatro Plus Films, Defiant Pictures, Media House Capital, Rio Negro, Riverside Entertainment",2014-03-07,0,104,Released,It's never too late.,Elsa & Fred,6.2,31
115000000,"Action, Drama, Science Fiction, Thriller",68724,en,67.34,"Alpha Core, Genre Films, Media Rights Capital, QED International, Simon Kinberg Productions, Sony Pictures Entertainment (SPE), TriStar Pictures",2013-08-07,286140700,109,Released,He can save us all.,Elysium,6.4,3439
0,Drama,146882,fr,0.01,"Aztec Musique, Canal Plus Overseas, France Télévision",2011-04-11,0,78,Released,,Elza,0.0,0
0,"Comedy, Drama, Romance",183894,en,2.14,Unknown,2009-10-11,0,240,Released,,Emma,7.6,38
12000000,"Comedy, Romance",9794,en,9.56,Lionsgate,2006-10-06,38368909,103,Released,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work",Employee of the Month,5.3,153
85000000,"Comedy, Family, Fantasy, Romance",4523,en,29.22,"Andalasia Productions, Josephson Entertainment, Right Coast Productions, Walt Disney Pictures",2007-11-20,340487652,107,Released,This fairytale princess is about to meet a real Prince Charming,Enchanted,6.6,1449
100000000,"Action, Fantasy, Horror, Mystery",9946,en,20.65,Beacon Communications,1999-11-24,211989043,121,Released,Prepare for the end.,End of Days,5.5,482
7000000,"Crime, Drama, Thriller",77016,en,49.52,"5150 Action, Crave Films, Emmett/Furla Films, Exclusive Media Group, Hedge Fund Film Partners, Knightsbridge Entertainment, Le Grisbi Productions",2012-09-20,48126384,109,Released,Every moment of your life they stand watch,End of Watch,7.2,1170
0,"Adventure, Drama",14120,en,1.83,"Bearing Fruit Entertainment, every tribe entertainment",2005-12-02,0,108,Released,,End of the Spear,6.1,15
110000000,"Action, Adventure, Science Fiction",80274,en,45.95,"Chartoff Productions, Digital Domain, K/O Paper Products, Odd Lot Entertainment, Summit Entertainment, Taleswapper",2013-10-23,125537191,114,Released,This is not a game.,Ender's Game,6.6,2303
20000000,"Drama, Romance",226857,en,27.26,"Bluegrass Films, Fake Empire, Universal Pictures",2014-02-12,34077920,103,Released,Say Goodbye to Innocence,Endless Love,6.7,542
68000000,War,853,en,41.27,"DOS, KC Medien, Little Bird, MP Film Management, Mandalay Pictures, Paramount Pictures, Reperage, Swanford Films",2001-03-13,96976270,131,Released,Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,999
90000000,"Action, Drama, Thriller",9798,en,41.21,"Jerry Bruckheimer Films, No Such Productions, Scott Free Productions, Touchstone Pictures",1998-11-20,250649836,132,Released,It's not paranoia if they're really after you.,Enemy of the State,6.7,1240
38000000,"Drama, Thriller",1957,en,11.5,Winkler Films,2002-05-24,51801187,114,Released,Everyone has a limit.,Enough,6.2,264
0,"Comedy, Drama, Romance",209263,en,14.97,Fox Searchlight Pictures,2013-09-18,25288872,93,Released,,Enough Said,6.6,348
0,"Mystery, Science Fiction, Thriller",98568,en,3.64,Caliber Media Company,2011-10-22,0,90,Released,Welcome to our nightmare!,Enter Nowhere,6.5,49
0,Thriller,176077,en,2.0,"Cimarron Productions, Vedette Finance",2013-03-11,0,88,Released,,Enter the Dangerous Mind,4.8,14
13000000,"Drama, Fantasy",34647,en,20.4,"BIM Distribuzione, Wild Bunch",2009-05-05,754249,161,Released,,Enter the Void,7.2,387
66000000,"Drama, Mystery, Romance",1844,en,25.88,"Fountainbridge Films, Regency Enterprises",1999-04-29,212404396,112,Released,The trap is set.,Entrapment,6.0,602
40000000,Comedy,10710,en,9.84,"Baltimore Spring Creek Productions, Castle Rock Entertainment, Columbia Pictures, DreamWorks Pictures, NPV Entertainment, Nu Image / Millennium Films",2004-04-30,0,99,Released,"Success didn’t go to his head, it went to his neighbor.",Envy,4.8,139
100000000,"Adventure, Animation, Family, Fantasy",116711,en,36.71,"Blue Sky Studios, Twentieth Century Fox Animation",2013-05-15,268426634,102,Released,Discover a world beyond your imagination,Epic,6.4,1121
20000000,"Action, Adventure, Comedy",9760,en,6.06,"New Regency Pictures, Paul Schiff Productions, Regency Enterprises, Twentieth Century Fox Film Corporation",2007-01-25,86865564,86,Released,We know it's big. We measured.,Epic Movie,3.2,326
20000000,"Action, Science Fiction, Thriller",7299,en,44.57,"Blue Tulip Productions, Dimension Films",2002-12-06,5359645,107,Released,"In a future where freedom is outlawed, outlaws will become heroes.",Equilibrium,6.9,1552
100000000,"Action, Adventure, Family, Fantasy",2486,en,30.86,"Davis Entertainment, Dune Entertainment, Fox 2000 Pictures, Ingenious Film Partners, Major Studio Partners, Mid Atlantic Films, Twentieth Century Fox Film Corporation",2006-12-14,249288105,104,Released,"As darkness falls, the last dragon will choose its rider.",Eragon,4.9,967
100000000,"Action, Drama, Mystery, Thriller",9268,en,24.51,"Kopelson Entertainment, Warner Bros.",1996-06-21,242295562,115,Released,He will erase your past to protect your future.,Eraser,5.6,543
10000,"Drama, Fantasy, Horror, Science Fiction",985,en,20.4,"American Film Institute (AFI), Libra Films",1977-03-19,7000000,89,Released,Where your nightmares end...,Eraserhead,7.5,485
52000000,Drama,462,en,30.35,Jersey Films,2000-03-17,256271286,131,Released,She brought a small town to its feet and a huge corporation to its knees.,Erin Brockovich,7.1,716
12516654,"Animation, Comedy, Drama, Family",126319,fr,11.1,"Gkids, La Parti Productions, Les Armateurs, Maybe Movies, Melusine Productions, StudioCanal",2012-12-12,8109160,78,Released,"Bonnie and Clyde, Sid and Nancy...",Ernest & Celestine,7.6,142
50000000,"Action, Thriller",107846,en,44.48,"Atmosphere Entertainment MM, Boies / Schiller Film Group, Emmett/Furla Films, Envision Entertainment, Knightsbridge Entertainment, Mark Canton Productions, Summit Entertainment",2013-10-09,122915111,115,Released,No one breaks out alone.,Escape Plan,6.7,1659
8000000,"Crime, Drama",10734,en,26.36,"Malpaso Company, Paramount Pictures",1979-06-22,43000000,111,Released,No one has ever escaped from Alcatraz...and no one ever will!,Escape from Alcatraz,7.2,561
50000000,"Action, Adventure, Science Fiction, Thriller",10061,en,21.64,"Paramount Pictures, Rysher Entertainment",1996-08-09,42277365,97,Released,Snake Is Back.,Escape from L.A.,5.6,373
6000000,"Action, Science Fiction",1103,en,24.35,"AVCO Embassy Pictures, City Film, Goldcrest Films International, International Film Investors",1981-05-22,50244700,99,Released,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,6.9,703
40000000,"Adventure, Animation, Comedy, Family, Science Fiction",68179,en,18.14,"Mainframe Entertainment, Rainmaker Entertainment, Weinstein Company, The",2013-02-14,74597643,89,Released,Earth's greatest secrets are about to break out!,Escape from Planet Earth,5.7,332
650,"Fantasy, Horror",158752,en,1.35,Mankurt Media,2013-10-11,0,90,Released,Bad things happen everywhere.,Escape from Tomorrow,4.8,87
2500000,"Action, Science Fiction",1687,en,18.31,"APJAC Productions, Twentieth Century Fox Film Corporation",1971-05-20,12348905,98,Released,Meet baby Milo who has Washington terrified.,Escape from the Planet of the Apes,6.3,264
17000000,"Romance, Thriller",255343,en,25.11,"Chapter 2, Jaguar Films, Nexus Factory, Roxbury, Umedia, uFilm",2014-10-11,3758328,120,Released,Welcome to the family,Escobar: Paradise Lost,6.1,271
20000000,"Drama, Romance, Science Fiction",38,en,56.48,"Anonymous Content, Focus Features, This Is That Productions",2004-03-19,72258126,108,Released,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652
0,"Comedy, Drama",16358,en,9.09,"Artisan Entertainment, Eulogy Productions LLC, Myriad Pictures, Ovation Entertainment",2004-10-15,0,91,Released,,Eulogy,6.4,34
25000000,Comedy,9352,en,25.85,"Blue Sea Productions, DreamWorks SKG, The Montecito Picture Company",2004-02-20,20796847,93,Released,No actual Europeans were harmed in the making of this film.,EuroTrip,6.5,656
175000000,"Comedy, Family, Fantasy",2698,en,27.08,"Columbia Pictures, Original Film, Playtone, Relativity Media, Shady Acres Entertainment, Spyglass Entertainment, Universal Pictures",2007-06-09,173000000,96,Released,A comedy of biblical proportions,Evan Almighty,5.3,1151
0,Drama,45153,en,1.13,Unknown,1997-09-07,0,109,Released,The secrets that hold us together can also tear us apart.,Eve's Bayou,6.1,27
60000000,"Horror, Mystery, Science Fiction",8413,en,29.79,"Golar Productions, Impact Pictures, Paramount Pictures",1997-08-15,26673242,96,Released,Infinite Space - Infinite Terror,Event Horizon,6.5,742
26000000,"Comedy, Drama, Romance",9454,en,21.99,Twentieth Century Fox Film Corporation,1998-07-31,65705772,121,Released,Desire. Defy. Escape.,Ever After: A Cinderella Story,6.8,399
55000000,"Adventure, Drama",253412,en,60.25,"Cross Creek Pictures, Free State Pictures, RVK Studios, Universal Pictures, Walden Media, Working Title Films",2015-09-10,203427584,121,Released,The Storm Awaits.,Everest,6.7,1772
21000000,Drama,26171,en,15.44,"Hollywood Gang Productions, Miramax Films, Radar Pictures",2009-12-04,0,99,Released,Frank's travelling light but carrying excess baggage.,Everybody's Fine,6.5,284
20000000,"Comedy, Music, Romance",9716,en,12.38,Miramax Films,1996-12-06,0,101,Released,,Everyone Says I Love You,6.5,147
5000000,"Comedy, Drama, Romance",45658,en,9.17,"Birdsong Pictures, IM Global",2010-10-15,2614773,97,Released,Lost is a good place to find yourself,Everything Must Go,6.0,208
500000,Drama,81220,en,0.05,Furst Films,2001-11-02,0,87,Released,,Everything Put Together,5.0,2
2000000,Comedy,11624,en,13.22,United Artists,1972-08-06,18016290,88,Released,,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,215
17000000,Horror,109428,en,33.91,"FilmDistrict, Ghost House Pictures, TriStar Pictures",2013-04-05,97542952,91,Released,The most terrifying film you will ever experience.,Evil Dead,6.4,1723
3600000,"Comedy, Fantasy, Horror",765,en,35.67,"Renaissance Films, Rosebud Productions",1987-03-13,5923044,84,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742
0,"Horror, Mystery, Thriller",50538,fr,0.21,Go Films,2003-10-03,0,100,Released,,Evil Words,6.9,8
55000000,"Drama, History, Music",8818,en,7.03,"Cinergi Pictures Entertainment, Hollywood Pictures",1996-12-14,141047179,134,Released,The Most Anticipated Motion Picture Event of The Year,Evita,5.9,120
0,"Drama, Horror, Mystery",330770,fr,3.3,"Canal+, Centre National de la Cinématographie (CNC), Ciné+, Cinéfeel Prod, Evo Films A.I.E., Ex Nihilo, Indéfilms 3, Le Tax Shelter du Gouvernement Fédéral de Belgique, Left Field Ventures, Les films du Worso, Ministère de la Culture et de la Communication, Noodles Production, Palatine Étoile 12, Scope Pictures, Volcano Films",2015-09-14,0,81,Released,,Evolution,6.4,47
15000000,"Drama, Science Fiction",264660,en,95.13,"A24, DNA Films, Film4, Universal Pictures International (UPI)",2015-01-21,36869414,108,Released,There is nothing more human than the will to survive,Ex Machina,7.6,4737
0,"Mystery, Thriller",29917,en,20.27,"Bedlam Productions, Hazeldine Films",2009-06-19,0,101,Released,How far would you go to win the ultimate job?,Exam,6.6,523
3000000,Action,24227,en,1.28,"3 Arts Entertainment, Ian Page Productions, New Line Cinema",1993-05-14,1200000,87,Released,You have the right to remain silent... permanently.,Excessive Force,4.5,10
55000000,"Action, Adventure, Drama, Thriller",2320,en,17.23,"Silver Pictures, Warner Bros.",1996-03-15,121969216,133,Released,Fasten your seat belts,Executive Decision,5.8,256
4500000,"Action, Crime, Thriller",13807,cn,8.49,"Media Asia Films, Milky Way Image Company",2006-09-06,0,110,Released,,Exiled,7.0,46
50000000,"Action, Crime, Thriller",10877,en,12.6,"NPV Entertainment, Village Roadshow Pictures, Warner Bros.",2001-03-13,79958599,101,Released,This Is Gonna Hurt,Exit Wounds,5.3,110
140000000,"Action, Adventure, Drama",147441,en,101.6,"Babieka, Chernin Entertainment, Scott Free Productions, Volcano Films",2014-12-03,268031828,150,Released,"Once brothers, now enemies.",Exodus: Gods and Kings,5.6,1921
14000000,"Fantasy, Horror, Thriller",11586,en,11.54,Warner Bros.,1977-06-17,30749142,118,Released,It's four years later... what does she remember?,Exorcist II: The Heretic,4.5,133
80000000,"Horror, Mystery, Thriller",11026,en,15.76,"Dominion Productions, Morgan Creek Productions",2004-08-20,78000586,114,Released,Go back to where the horror began.,Exorcist: The Beginning,4.7,183
0,"Drama, Mystery",20156,en,5.45,"Alliance Entertainment, Ego Film Arts, Miramax Films",1994-09-24,0,103,Released,"In a world of temptation, obsession is the deadliest desire.",Exotica,6.5,64
8000000,Comedy,12569,en,14.65,Miramax Films,2009-09-03,10848783,92,Released,Sticking it to the man has never looked so good.,Extract,5.7,192
